,Unnamed: 0,id,campaign_disc_ele,cons_12m,cons_gas_12m,cons_last_month,date_activ,date_end,date_first_activ,date_modif_prod,date_renewal,forecast_base_bill_ele,forecast_base_bill_year,forecast_bill_12m,forecast_cons,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_p1,forecast_price_energy_p2,forecast_price_pow_p1,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,activity_apd,activity_ckf,activity_clu,activity_cwo,activity_fmw,activity_kkk,activity_kwu,activity_sfi,activity_wxe
11488,11488,e75cdd3d15d78b2f75d2c11b7fac5bf2,,3276,291,0,2010-02-03,2016-02-03,,2010-02-03,2015-02-09,,,,,492.21,0,0.0,18.32,0.146694,0.0,44.31137796,1,0.0,37.56,37.56,2,48.36,6,15.0,0,0,0,0,0,0,0,0,0
11489,11489,a470081b15194c7e3ad5f245a6456b9a,,20327,0,0,2009-09-29,2016-09-29,,2009-09-29,2015-09-30,,,,,2984.99,0,0.0,19.2,0.142819,0.0,44.31137796,0,0.0,12.98,12.98,1,226.85,6,15.0,0,0,0,0,0,0,0,0,0
11490,11490,cee2e84d0a8b018c3c3cb37f0c075d5b,,113169,86936,13510,2012-04-17,2016-04-17,2012-04-17,2013-10-10,2015-04-19,2445.13,2445.13,18582.65,1338.0,11502.57,13510,0.0,168.68,0.1122799999999999,0.095943,40.606701,1,1338.0,-1.9,-1.9,2,819.6,4,44.0,0,0,0,0,0,0,1,0,0
11491,11491,0cad668da7a97b21b47bcc176d207cc9,,2504,0,0,2013-04-09,2016-04-09,2013-04-09,2013-04-09,2015-04-12,0.0,0.0,882.62,0.0,379.87,0,0.0,17.53,0.146694,0.0,44.31137796,0,0.0,28.6,28.6,1,40.29,3,13.85,0,0,0,0,0,1,0,0,0
11492,11492,a665d95064e00b80e143bbbfc9839824,,29078,0,1268,2008-08-26,2016-03-28,,2014-03-28,2015-03-29,,,,,2267.81,407,0.0,131.35,0.100629,0.091587,58.99595196,0,34.14,-0.26,-0.26,1,272.08,7,10.0,0,0,0,0,0,0,0,0,0
11493,11493,1fefefe16f04f1656b7e686b33745efe,,13211,0,1331,2012-06-05,2016-06-05,,2012-06-05,2015-06-08,,,,,1296.51,1331,0.0,130.66,0.115174,0.098837,40.606701,0,125.75,25.0,25.0,1,143.07,4,20.0,0,0,0,0,0,0,0,0,0
11494,11494,08ed5043a8b39bf3708a5b8ca2bbc67a,,69482,0,5301,2010-06-10,2016-06-10,2010-06-10,2010-06-10,2015-06-12,0.0,0.0,2357.12,0.0,1878.91,0,0.0,16.04,0.142819,0.0,44.31137796,0,0.0,19.28,19.28,1,155.51,6,13.2,0,0,0,0,0,0,0,0,0
11495,11495,bfdf8b3719fbb13cdc6e255e644b91c2,,902482,12773,122897,2010-11-09,2016-06-03,,2010-11-09,2015-06-08,,,,,1962.88,1967,0.0,132.84,0.1128599999999999,0.096521,40.606701,1,186.8,21.16,21.16,2,206.99,5,23.1,1,0,0,0,0,0,0,0,0
11496,11496,5111f165779177a6fc30ea1fc34fff67,,68275,0,5424,2012-04-10,2016-04-10,2009-11-06,2013-10-15,2015-04-12,875.82,875.82,10336.86,530.45,6877.97,5424,0.0,145.83,0.114481,0.098142,40.606701,0,530.45,39.54,39.54,1,719.65,4,50.0,0,0,0,0,0,0,1,0,0
11497,11497,c6d53811ac6fbe622a72447b3aa43c19,,14755,0,3300,2009-08-05,2016-08-05,,2015-06-17,2015-08-06,,,,,1508.37,3300,0.0,16.14,0.16059,0.083332,44.31137796,0,315.07,10.98,10.98,2,111.75,6,10.35,0,0,0,0,0,0,0,0,0
11498,11498,f87023c3c655d4f438fe7393bff4b2e9,,58017,0,2985,2009-08-25,2016-08-25,,2009-08-25,2015-08-26,,,,,5642.5,2985,0.0,132.14,0.113323,0.096984,40.606701,0,280.31,9.96,9.96,1,528.6,6,26.4,0,0,0,0,0,0,0,0,0
11499,11499,ccc31e25da12324d2f40faff62a4870a,,24241,0,6440,2011-05-11,2016-05-11,,2011-05-11,2015-05-12,,,,,2343.54,6440,0.0,16.5,0.161454,0.084198,44.31137796,0,587.77,22.95,22.95,1,209.6,5,13.856,0,0,0,0,0,0,0,0,0
11500,11500,be4ef3997f614a11a753fb102f3b9f10,,24235,0,4305,2012-11-03,2016-11-03,2012-11-03,2012-11-03,2015-11-04,204.78,204.78,1238.95,113.13,633.19,474,0.0,16.08,0.236794,0.0,44.31137796,0,113.13,-1.32,-1.32,3,280.19,3,13.856,0,0,0,0,0,0,0,0,0
11501,11501,5b43d54e75dfabd09096bf4de0165368,,6906,0,1118,2010-07-23,2016-03-18,,2015-03-18,2014-07-25,,,,,709.15,1023,30.0,16.59,0.2112239999999999,0.107378,47.30687796,0,121.03,33.5,33.5,2,39.94,6,10.392,0,0,0,0,0,0,0,0,0
11502,11502,cae57c4b7bff14e3b39390e85f324ee1,,19778,0,1639,2012-04-13,2016-04-13,2011-03-11,2015-04-14,2015-04-14,311.46,311.46,3636.53,162.98,2010.79,1639,0.0,144.83,0.11634,0.099998,40.606701,0,162.98,27.86,27.86,1,246.99,4,23.1,0,0,0,0,0,0,0,0,0
11503,11503,1ba88bb582325e8dbd2ee920c144729c,,471445,0,39589,2010-06-01,2016-05-31,,2010-06-01,2015-06-02,,,,,2563.17,2708,0.0,0.0,0.1169099999999999,0.100572,40.606701,0,266.42,95.52,95.52,1,308.84,6,90.0,0,0,0,0,0,0,0,0,0
11504,11504,5e5458ece93470097273d7f054ed3329,,5249,0,1879,2010-07-08,2016-07-07,,2010-07-08,2015-07-09,,,,,604.38,1879,0.0,18.75,0.16695,0.089695,44.31137796,0,215.52,14.64,14.64,1,50.5,6,10.392,0,0,0,0,0,0,0,0,0
11505,11505,498989d02ce85e2979b6e2dbe9a5e4b5,,3192,0,0,2009-11-16,2016-11-16,,2015-09-19,2015-11-17,,,,,344.7,0,0.0,39.1,0.16304,0.084395,45.80687796,0,0.0,22.89,22.89,1,23.83,6,13.856,0,0,0,0,0,0,0,0,0
11506,11506,a5ab521b13e84b429c18de7801efb872,,25204,0,3154,2012-06-06,2016-06-06,2012-06-06,2013-12-10,2015-06-10,632.18,632.18,5768.97,296.51,2441.54,3154,0.0,145.38,0.1128599999999999,0.096521,40.606701,0,296.51,45.8,45.8,1,269.85,4,50.0,0,0,0,0,0,0,0,0,0
11507,11507,757dc0a39eda0f6b3f62b1e79ad12efd,,6692,0,2558,2013-02-23,2016-02-23,2013-02-23,2015-12-16,2015-02-27,479.91,479.91,1573.58,367.97,976.18,2558,0.0,16.24,0.142995,0.0,44.31137796,0,367.97,33.12,33.12,1,82.78,3,13.2,0,0,0,0,0,0,0,0,0
11508,11508,538c44efd12456fa1fdb3ac215622bb0,,393947,467193,40673,2004-04-02,2016-05-14,,2014-05-14,2015-06-02,,,,,37364.46,40673,0.0,141.45,0.1095049999999999,0.093167,40.606701,1,3789.05,-0.12,-0.12,2,2065.9,12,57.28,0,0,0,0,0,0,0,0,0
11509,11509,8138473dbf024d1d163c98dee42d42a9,,21210,0,0,2011-05-27,2016-05-27,,2011-05-27,2015-06-01,,,,,544.95,0,0.0,16.08,0.1457109999999999,0.0,44.31137796,0,0.0,24.42,24.42,1,55.16,5,13.2,0,0,0,0,0,0,0,0,0
11510,11510,c9e9260bc95b818f46c2c6d78a62548e,,146512,0,12181,2011-10-18,2016-10-18,2011-10-18,2011-10-18,2015-10-19,0.0,0.0,833.74,0.0,346.26,0,0.0,1.05,0.146348,0.0,46.30537836,0,0.0,27.44,27.44,1,33.31,4,13.2,0,0,1,0,0,0,0,0,0
11511,11511,38d83e17afa1ec30b0fbf3c099df25ba,,69663,28307,5271,2012-05-04,2016-05-04,,2012-05-04,2015-05-05,,,,,7025.6,5271,0.0,130.67,0.114481,0.098142,40.606701,1,510.17,10.83,10.83,2,725.75,4,15.78,0,0,0,0,0,0,0,0,0
11512,11512,87698c3704c88f31077bcdc510a052e7,,2790,0,226,2013-02-23,2016-02-23,,2013-02-23,2015-02-24,,,,,305.35,226,0.0,18.74,0.120372,0.103487,40.606701,0,24.05,49.2,49.2,1,37.76,3,19.71,0,0,0,0,0,0,0,0,0
11513,11513,74b4d5b12532e499cdc9150f8f1648f3,,8927,0,1010,2009-10-02,2016-10-02,,2015-10-15,2015-10-04,,,,,935.61,1010,0.0,131.43,0.1152369999999999,0.100123,40.9390266,0,102.1,22.18,22.18,1,104.66,6,15.01,0,0,0,0,0,0,0,0,0
11514,11514,28e8b4ae5f1517158440ddfb63aeb935,,3040,0,0,2010-06-15,2016-06-15,,2010-06-15,2015-06-23,,,,,456.17,0,0.0,18.32,0.1457109999999999,0.0,44.31137796,0,0.0,24.4,24.4,1,45.55,6,15.0,0,0,0,0,0,0,0,0,0
11515,11515,effd22f8e6253e0d6586a1eb903ee4b8,,62774,0,5448,2013-01-08,2017-01-08,,2015-12-15,2016-01-10,,,,,6240.81,5448,0.0,143.0,0.115174,0.098283,40.606701,0,516.95,69.12,69.12,1,658.65,3,69.28,0,0,0,0,0,0,0,0,0
11516,11516,2a4ed325054472e03cdcc9a34693be4b,,28777,91010,4164,2012-01-10,2016-09-20,,2015-09-20,2014-01-12,,,,,1295.83,2200,0.0,17.25,0.162325,0.084427,44.31137796,1,287.33,23.76,23.76,3,86.02,4,10.392,0,0,0,0,0,0,0,0,0
11517,11517,8e9d6b1ddb8cdd9b955209bc66fd1ea3,,559465,0,63298,2012-07-26,2016-07-26,,2012-07-26,2015-07-27,,,,,8846.33,14012,0.0,163.67,0.1095049999999999,0.093167,40.606701,0,1180.22,-3.12,-3.12,1,866.26,4,25.096,1,0,0,0,0,0,0,0,0
11518,11518,79e19961635cb98440c86ad4b5c80035,,10957,0,2048,2012-10-04,2016-11-12,,2014-11-12,2015-11-13,,,,,1274.63,1617,0.0,38.2,0.146348,0.0,45.30837756,0,237.09,16.92,16.92,1,121.97,3,13.2,0,0,0,0,0,0,0,0,0
11519,11519,f7125bb4d09e069a463a1be22c6e18b9,,18065,2239,0,2012-01-24,2017-01-24,,2015-11-18,2016-01-25,,,,,1282.34,0,0.0,19.13,0.144963,0.0,44.31137796,1,0.0,30.36,30.36,2,131.08,4,12.1,0,0,0,0,0,0,0,0,0
11520,11520,870cd5c6eac268614cda0ca85165bb2f,,12255,0,2222,2011-10-07,2016-10-07,,2011-10-07,2015-10-09,,,,,1424.91,2222,0.0,15.2,0.1646369999999999,0.087381,44.31137796,0,261.32,9.2,9.2,1,128.93,4,13.856,0,0,0,0,0,0,0,0,0
11521,11521,2c8b68dd43678484e6be36af517d5806,,1460,0,118,2012-07-16,2016-07-16,,2012-07-16,2015-07-17,,,,,218.64,118,0.0,18.42,0.1457109999999999,0.0,44.31137796,0,17.39,19.48,19.48,1,21.3,4,13.856,0,0,0,0,0,0,0,0,0
11522,11522,7b255f78f75582fc6fe611a3f1818916,,18766,0,0,2013-06-08,2016-06-08,2013-06-08,,2015-06-23,0.0,0.0,3271.15,0.0,2768.69,0,0.0,19.55,0.143166,0.0,44.31137796,0,0.0,19.28,19.28,1,248.61,3,13.2,0,0,0,0,0,0,0,0,0
11523,11523,ce478434fdd57da28e01cdc33f980f56,,6081,0,0,2010-07-07,2016-07-07,,2010-07-07,2015-07-09,,,,,438.14,0,0.0,17.33,0.1457109999999999,0.0,44.31137796,0,0.0,18.62,18.62,1,46.09,6,13.2,0,0,0,0,0,0,0,0,0
11524,11524,080f0750a290e29b4e44e16094843611,,2104,0,0,2010-10-25,2016-10-25,,2015-08-27,2015-10-28,,,,,316.02,0,0.0,52.89,0.14346,0.0,46.30537836,0,0.0,21.64,21.64,1,28.76,5,10.392,0,0,0,0,0,0,0,0,0
11525,11525,abc48c9a855ffcd354a973a82a2d3879,,7940,0,0,2009-07-01,2016-07-01,,2015-05-23,2015-07-04,,,,,1168.23,0,0.0,1.6,0.1443279999999999,0.0,44.31137796,0,0.0,18.62,18.62,1,104.77,7,13.2,0,0,0,0,0,0,0,0,0
11526,11526,f17bc181c2022a5d43ff018139d77174,,18013,5186,1792,2011-08-01,2016-08-01,,2014-06-02,2015-08-03,,,,,1396.9,932,0.0,132.87,0.115174,0.098837,40.606701,1,92.34,14.46,14.46,3,143.09,5,16.5,0,0,0,0,0,0,0,0,0
11527,11527,472e04449cec7af6541e9d370a3a41be,,7969,0,0,2009-12-29,2016-12-04,,2015-11-01,2015-12-06,,,,,1180.84,0,0.0,16.61,0.142591,0.0,44.31137796,0,0.0,4.28,4.28,1,104.36,6,13.856,0,0,0,0,0,0,0,0,0
11528,11528,7ad8578d76332c7cd92b9e39ae68ec82,,12784,0,1201,2003-12-09,2016-12-09,,2015-11-18,2015-12-10,,,,,1368.59,1201,0.0,131.76,0.111195,0.096077,40.606701,0,120.55,1.9,1.9,1,111.45,12,15.001,0,0,0,0,0,0,0,0,0
11529,11529,c97e0c5e7e2bde4133c932a94f0d2a3b,,2156,0,191,2012-07-04,2016-10-18,,2013-11-08,2015-10-19,,,,,324.55,191,0.0,13.74,0.1457109999999999,0.0,44.31137796,0,28.19,25.56,25.56,1,46.05,4,13.856,0,0,0,0,0,0,0,0,0
11530,11530,4ac968ef91f8a579d769af94b28e1510,,34175,0,2323,2009-09-18,2016-09-18,,2009-09-18,2015-09-20,,,,,3438.06,2323,0.0,131.38,0.1152369999999999,0.100123,40.606701,0,228.6,13.21,13.21,1,403.17,6,27.6,0,0,0,0,0,0,0,0,0
11531,11531,2e5e875e7e3cbcabc0fe1e8f6486007a,,15870,0,1698,2012-04-10,2017-01-13,2010-05-11,2013-09-16,2015-09-17,312.95,312.95,3027.65,159.57,1603.66,1698,0.0,146.58,0.111186,0.096074,40.606701,0,159.57,29.64,29.64,1,169.29,4,19.8,0,0,0,0,0,0,0,0,0
11532,11532,b23f52eb6e858a8668e78695fcfca351,,8257,0,484,2011-12-12,2016-12-12,,2015-11-01,2015-12-14,,,,,1240.11,484,0.0,10.36,0.144039,0.0,45.30837756,0,70.38,16.54,16.54,1,97.25,4,14.49,0,0,0,0,0,0,0,0,0
11533,11533,bf2acfbb198d876bd2a08b2d5a6d5d6d,,2495,0,0,2012-02-28,2016-02-27,,2012-02-28,2015-03-06,,,,,253.23,0,0.0,121.1,0.1169,0.1000149999999999,40.606701,0,0.0,43.32,43.32,1,30.02,4,17.32,0,0,0,0,0,0,0,0,0
11534,11534,d13792702bfa3d0c604cc397f7184ab5,,300842,0,26229,2005-08-26,2016-08-26,,2005-08-26,2015-08-27,,,,,24990.99,26229,0.0,132.05,0.095558,0.087283,58.99595196,0,2095.4,-6.12,-6.12,1,1624.06,10,40.0,0,0,0,0,0,0,0,0,0
11535,11535,5db0c2251d36dc3cb92477f1606ad966,,10561,2346,685,2010-10-08,2016-10-08,,2015-05-23,2015-10-09,,,,,1095.47,685,0.0,132.5,0.1165089999999999,0.101397,40.9390266,1,69.06,21.04,21.04,3,133.5,5,18.0,0,0,0,0,0,0,0,0,0
11536,11536,6b8b75db01e33c274a82138c57c597fd,,391315,0,45900,2010-06-01,2016-06-01,,2010-06-01,2015-06-14,,,,,6508.61,11950,0.0,131.49,0.114481,0.098142,40.606701,0,1078.94,14.72,14.72,1,767.64,6,25.2,1,0,0,0,0,0,0,0,0
11537,11537,9d6ada1917a9147adb410d461ca6144b,,75671,0,5921,2013-01-01,2017-01-01,,2013-10-29,2016-01-02,,,,,7848.68,5921,0.0,359.25,0.1169019999999999,0.1000149999999999,40.606701,0,578.38,62.88,62.88,1,788.15,3,63.0,0,0,0,0,0,0,0,0,0
11538,11538,d4dd5223ec207f041196a6e678faa8a1,,5880,0,0,2010-11-29,2016-11-29,,2010-11-29,2015-11-30,,,,,887.74,0,0.0,19.05,0.147506,0.0,45.30837756,0,0.0,16.92,16.92,1,93.9,5,13.2,0,0,0,0,0,0,0,0,0
11539,11539,e1e9c48c4032caa728b53b6a7d8ee90f,,1891,0,160,2009-11-04,2016-10-09,,2013-10-09,2015-10-11,,,,,281.99,160,0.0,29.32,0.144902,0.0,44.31137796,0,23.44,19.02,19.02,1,27.71,6,10.32,0,0,0,0,0,0,0,0,0
11540,11540,286234cad3d6506e3020da6b2638337f,,19625,0,0,2011-11-23,2016-11-23,2011-11-23,2015-09-20,2015-11-24,0.0,0.0,881.61,0.0,416.91,0,0.0,71.37,0.142881,0.0,46.30537836,0,0.0,26.73,26.73,1,33.81,4,13.2,0,0,0,0,0,0,0,0,0
11541,11541,b7dec2026097645bc0fce062198a0c39,,4422,0,452,2009-09-02,2016-09-02,2009-09-02,2015-07-12,2015-09-03,106.8,106.8,1088.48,64.88,650.07,452,0.0,14.97,0.141666,0.0,44.31137796,0,64.88,10.08,10.08,1,61.0,6,10.392,0,0,0,0,0,0,0,0,0
11542,11542,1b5cb44ab33ae8f972009b650ed9344c,,538899,0,36381,2010-06-11,2016-06-08,,2010-06-08,2015-06-23,,,,,609.71,0,0.0,18.54,0.144902,0.0,44.31137796,0,0.0,22.44,22.44,1,57.53,6,13.8,1,0,0,0,0,0,0,0,0
11543,11543,c04d665a64b6332a6bb1a6c54f43e82f,,172872,0,13951,2011-01-20,2017-01-20,,2011-01-20,2016-01-21,,,,,17061.25,13951,0.0,359.25,0.114008,0.097123,40.606701,0,1351.45,-0.24,-0.24,1,1133.6,5,120.0,0,0,0,0,0,0,0,0,0
11544,11544,6eec9d9cc6afdb552ab46ade76594752,,27076,24758,5771,2010-12-18,2016-12-18,2010-12-18,2015-10-30,2015-12-21,246.89,246.89,1180.49,127.34,576.28,882,0.0,18.82,0.143459,0.0,45.80687796,1,127.34,20.52,20.52,2,44.24,5,13.2,0,0,0,0,0,0,0,0,0
11545,11545,b7dfc5fd8336bcd452d4cdc793ba97fc,,64629,0,0,2012-10-03,2016-10-03,,2012-10-03,2015-10-04,,,,,820.35,0,0.0,16.68,0.1457109999999999,0.0,44.31137796,0,0.0,10.36,10.36,1,82.15,3,13.856,0,0,0,0,0,0,0,0,0
11546,11546,1ca658edbc0a784b7d627778c967e49d,,28696,0,2813,2009-10-15,2016-03-16,,2009-10-15,2015-03-17,,,,,795.83,0,0.0,0.0,0.1458839999999999,0.0,44.31137796,0,0.0,30.22,30.22,1,77.1,6,13.2,0,0,0,0,0,0,0,0,0
11547,11547,42b48827d5143d0300db356f77e109d1,,50691,0,4269,2005-09-23,2016-09-23,,2015-05-24,2015-09-25,,,,,5400.84,4269,0.0,132.11,0.1152369999999999,0.100123,40.606701,0,430.91,46.99,46.99,1,454.24,10,52.5,0,0,0,0,0,0,0,0,0
11548,11548,f992ddecda206cef4e717f8b97bc2e6a,,635,0,0,2012-05-28,2016-05-28,,2014-04-23,2015-06-03,,,,,94.62,0,0.0,5.94,0.144902,0.0,44.31137796,0,0.0,25.56,25.56,1,16.52,4,13.86,0,0,0,0,0,0,0,0,0
11549,11549,e76c2566e5eae3adfb6b49d946f97469,,476,0,0,2010-12-10,2016-12-10,,2010-12-10,2015-12-11,,,,,72.05,0,0.0,14.78,0.147506,0.0,46.30537836,0,0.0,26.02,26.02,1,7.96,5,13.2,0,0,0,0,0,0,0,0,0
11550,11550,cb29ec011dbac5ce33b5c642eca1af20,,8416,0,0,2010-06-18,2016-06-18,,2010-06-18,2015-06-23,,,,,803.1,0,0.0,38.5,0.1640569999999999,0.0868029999999999,44.31137796,0,0.0,19.2,19.2,1,95.38,6,10.392,0,0,0,0,0,0,0,0,0
11551,11551,8027bb9bc8ddf35c9070119322d5e952,,52761,0,9220,2011-02-18,2016-10-04,,2014-10-01,2015-10-05,,,,,5243.31,9220,0.0,133.31,0.112922,0.09781,40.606701,0,895.75,3.48,3.48,1,492.51,5,20.78,0,0,0,0,0,0,1,0,0
11552,11552,d7746329e9f3b0ce1dd07cf70f64922d,,564,0,108,2011-06-08,2016-06-08,,2011-06-08,2015-06-14,,,,,84.9,108,0.0,15.17,0.1457109999999999,0.0,44.31137796,0,15.94,16.92,16.92,1,11.76,5,10.392,0,0,0,0,0,0,0,0,0
11553,11553,5a3ce456a050e5a053f6d3b71ead1b39,,19518,0,1355,2011-08-12,2016-08-12,,2011-08-12,2015-08-13,,,,,2037.69,1355,0.0,129.96,0.115174,0.098837,40.606701,0,137.88,34.56,34.56,1,214.77,4,23.1,0,0,0,0,0,0,0,0,0
11554,11554,3e916c22584c6b24e992976c10473c95,,2427,0,0,2011-05-24,2016-05-24,2011-05-24,2011-05-24,2015-06-08,0.0,0.0,759.49,0.0,364.67,0,0.0,15.84,0.1457109999999999,0.0,44.31137796,0,0.0,19.2,19.2,1,37.84,5,10.392,0,0,0,0,0,0,0,0,0
11555,11555,99201d3fe1fbfae58387ca53ba7be19e,,659,0,155,2010-11-04,2016-11-04,,2015-11-01,2015-11-05,,,,,66.56,155,0.0,129.51,0.114782,0.099665,41.27136420000001,0,14.73,33.36,33.36,1,6.69,5,17.25,0,0,0,0,0,0,0,0,0
11556,11556,45928a87ec957ea2b3541709be2eede1,,12874,0,0,2012-06-09,2016-06-09,2012-06-09,2012-06-09,2015-06-23,0.0,0.0,2367.7,0.0,1897.54,0,0.0,0.0,0.143166,0.0,44.31137796,0,0.0,19.28,19.28,1,167.43,4,13.2,0,0,0,0,0,0,0,0,0
11557,11557,fefcf0f47956307324b63a08393127bf,,323290,0,30552,2011-12-01,2016-09-12,2011-12-01,2015-09-12,2014-12-18,763.77,763.77,4642.09,676.96,4046.77,4703,0.0,19.3,0.142065,0.0,44.31137796,0,676.96,11.52,11.52,1,260.6,4,13.31,1,0,0,0,0,0,0,0,0
11558,11558,623ab65723d7165011763f11b7187b02,,11585,0,494,2012-05-17,2016-05-17,,2015-04-29,2015-05-23,,,,,1212.99,494,0.0,128.29,0.11634,0.099998,40.606701,0,49.34,31.98,31.98,1,159.99,4,19.72,0,0,0,0,0,0,0,0,0
11559,11559,231a378d794c388be7ba4002f1999903,,23111,14630,2103,2010-10-13,2016-10-13,2010-10-13,2015-05-23,2015-10-14,464.61,464.61,4828.55,208.92,2366.44,2103,0.0,145.35,0.1165089999999999,0.101397,40.606701,1,208.92,12.2,12.2,2,295.04,5,36.46,0,0,0,0,0,0,0,0,0
11560,11560,cdb0f3c1208c006bd5ef7a4e06e3982c,,2319196,200558,311907,2009-09-01,2016-08-31,,2009-09-01,2015-09-01,,,,,4403.46,7656,0.0,132.18,0.113323,0.096984,40.606701,1,699.86,7.14,7.14,2,490.39,6,19.0,1,0,0,0,0,0,0,0,0
11561,11561,4626d8ba4d9df85f4e7ea12c755e6ff8,,9209,0,1182,2009-09-09,2016-09-09,,2009-09-09,2015-09-10,,,,,985.69,1182,0.0,131.76,0.115174,0.098837,40.606701,0,121.72,14.34,14.34,1,108.4,6,16.0,0,0,0,0,0,0,0,0,0
11562,11562,1961fb54e7f20f01201046451925869b,,58609,0,13554,2012-08-20,2016-04-17,2012-08-20,2015-04-17,2014-08-21,1711.88,1711.88,7391.85,1261.16,5638.24,13554,0.0,159.42,0.1115869999999999,0.095249,40.606701,0,1261.16,20.65,20.65,1,459.12,3,23.1,0,0,0,0,0,0,1,0,0
11563,11563,01269a9df48c0b0b2215333ca34f89b9,,14178,0,887,2011-08-04,2016-08-04,,2015-07-11,2015-08-06,,,,,1498.97,887,0.0,129.61,0.1157609999999999,0.099419,40.606701,0,87.28,12.3,12.3,1,181.08,4,19.72,0,0,0,0,0,0,0,0,0
11564,11564,2f1e88122d1b4090c8820f0198d11d2c,,5430,0,0,2013-04-17,2016-04-16,,2013-11-22,2015-04-17,,,,,829.15,0,0.0,16.63,0.146694,0.0,44.31137796,0,0.0,27.32,27.32,1,93.96,3,13.2,0,0,0,0,0,0,0,0,0
11565,11565,eac034c4e2bf3e87aae7212a6b218234,,8698,0,0,2009-12-14,2016-12-14,,2015-11-01,2015-12-16,,,,,874.08,0,0.0,16.36,0.163619,0.084973,45.30837756,0,0.0,15.78,15.78,1,72.78,6,13.856,0,0,0,0,0,0,0,0,0
11566,11566,eb54e3f27e1b1fc131855b8810726591,,11973,0,0,2012-02-24,2016-02-27,,2014-02-27,2015-03-09,,,,,1641.53,0,24.0,128.9,0.15441,0.130525,41.1052014,0,0.0,115.44,115.44,1,528.98,4,33.0,0,0,0,0,0,0,0,0,0
11567,11567,a8ae4eee59a37685dcc0bde8042769a5,,50086,0,3825,2011-08-20,2016-08-19,2011-02-17,2014-07-08,2015-08-20,517.07,517.07,6498.59,370.75,5071.55,3825,0.0,145.38,0.114481,0.098142,40.606701,0,370.75,7.5,7.5,1,551.78,4,20.0,0,0,0,0,0,0,0,0,0
11568,11568,1da6fbea9d436d40b40fc3abef1aee49,,25417,7357,852,2011-08-16,2016-05-06,,2015-05-06,2014-08-17,,,,,4082.03,852,30.0,17.91,0.19923,0.0,45.80687796,1,171.49,36.1,36.1,5,263.71,4,13.2,0,0,0,0,0,0,0,0,0
11569,11569,7291a1f7ce044f5266687b845947f614,,85251,0,9443,2012-08-08,2016-08-08,,2013-11-06,2015-08-09,,,,,8573.21,9443,0.0,130.79,0.114481,0.098142,40.606701,0,931.04,13.5,13.5,1,862.43,3,36.0,0,0,0,0,0,0,0,0,0
11570,11570,dcf393834cee5e41b7c8fbf6f9383e1b,,3271328,0,376660,2011-05-20,2016-05-19,,2011-05-20,2015-05-20,,,,,6132.75,6706,0.0,15.19,0.1640569999999999,0.0868029999999999,44.31137796,0,748.55,21.54,21.54,1,438.05,5,13.0,1,0,0,0,0,0,0,0,0
11571,11571,491bef58ad5bd435ed07269bf68f4505,,37854,2861,3212,2012-08-03,2016-08-03,,2013-11-06,2015-08-04,,,,,3704.5,3212,0.0,130.66,0.1169099999999999,0.100572,40.606701,1,317.69,17.34,17.34,2,459.44,3,27.713,0,0,0,0,0,0,0,0,0
11572,11572,384adb397938fe87a8d6d7eda1e66a22,,18114,0,0,2012-05-03,2016-07-17,2012-05-03,2014-07-17,2015-07-19,0.0,0.0,870.43,0.0,479.17,0,0.0,16.04,0.140621,0.0,44.31137796,0,0.0,14.64,14.64,1,39.13,4,10.392,0,0,0,0,0,0,0,0,0
11573,11573,478ff8f825618eba8573a8a050616d65,,26842,0,1728,2011-08-10,2016-08-09,,2011-08-10,2015-08-10,,,,,3944.32,1728,0.0,14.01,0.142819,0.0,44.31137796,0,249.39,13.32,13.32,2,319.21,4,12.5,0,0,0,0,0,0,0,0,0
11574,11574,6167158e91927b95a76452b40218c275,,76923,1309724,7368,2004-05-18,2016-08-02,,2004-05-18,2015-08-03,,,,,5892.23,7368,0.0,133.0,0.113323,0.096984,40.606701,1,688.94,8.7,8.7,2,558.79,12,23.1,0,0,0,0,0,1,0,0,0
11575,11575,b61c153d18317e57ccdafaf4e6d8adc8,,72253,29946,3970,2010-01-08,2016-03-06,,2015-03-09,2015-03-09,,,,,2412.91,2280,0.0,131.76,0.114593,0.097704,40.606701,1,216.76,44.64,44.64,2,275.23,6,33.0,0,0,0,0,0,0,0,0,0
11576,11576,52095e194b7565446c17a8f5691406ac,,9899,0,507,2010-07-21,2016-07-21,,2010-07-21,2015-07-26,,,,,744.14,0,0.0,19.6,0.1457109999999999,0.0,44.31137796,0,0.0,18.62,18.62,1,74.83,6,13.2,0,0,0,0,0,1,0,0,0
11577,11577,915482f566239d108fe4a453c0053657,,761,0,0,2010-01-12,2017-01-12,,2014-09-19,2016-01-17,,,,,0.0,0,0.0,16.57,0.146694,0.0,44.31137796,0,0.0,26.04,26.04,2,0.0,6,10.392,0,0,0,0,0,0,0,0,0
11578,11578,ca847e826720bdd5597d02e4460a33fe,,1325,0,0,2011-08-16,2016-06-15,2011-08-16,2015-06-15,2014-08-17,0.0,0.0,718.83,0.0,194.18,0,0.0,18.05,0.1383049999999999,0.0,44.31137796,0,0.0,21.52,21.52,1,13.81,4,13.2,0,0,0,0,0,0,0,0,0
